index,autonomous,lidar_filename,steering_angle,vehicle_speed,turn_signal,position_x,position_y,position_z,roll,pitch,yaw
2021-11-25 12:14:00.598055936,True,lidar/1637842440598055936.jpg,-0.3788007341453426,,1.0,-7388.595686713475,-3808.7155673144916,41.27638558383158,0.04524678453664927,0.017611059288994237,1.4921466196236677
2021-11-25 12:14:00.694761472,True,lidar/1637842440694761472.jpg,-0.377,6.867571342303703,1.0,-7388.545745809958,-3808.0582498935464,41.270078974982034,0.04435553819540422,0.02008360793315818,1.4867650190779398
2021-11-25 12:14:00.794414080,True,lidar/1637842440794414080.jpg,-0.32363845461746094,6.958474531697311,1.0,-7388.488680941068,-3807.376534543202,41.263156182326625,0.04252285582823036,0.02141943106333141,1.4817782133987878
2021-11-25 12:14:00.895142912,True,lidar/1637842440895142912.jpg,-0.2953010600868523,7.028608799769624,1.0,-7388.427147735278,-3806.670773759342,41.253828266823895,0.04076560278582971,0.021127791858336378,1.4765384075790149
2021-11-25 12:14:00.994609408,True,lidar/1637842440994609408.jpg,-0.2780660401860553,7.099383136059726,1.0,-7388.3639763005995,-3805.9860684900455,41.2426062183939,0.0386091951853479,0.019217785626400866,1.472168243713967
2021-11-25 12:14:01.094615296,True,lidar/1637842441094615296.jpg,-0.25552843589048524,7.077498200171268,1.0,-7388.294918630908,-3805.2688282438844,41.23262268238819,0.03580333283656924,0.018200512136614413,1.4682303308970166
2021-11-25 12:14:01.197641984,True,lidar/1637842441197641984.jpg,-0.2219889418716906,7.130367453244634,1.0,-7388.222887489836,-3804.5370647561954,41.224506268572064,0.03429437302754146,0.019430512770107614,1.4640034753096551
2021-11-25 12:14:01.294319872,True,lidar/1637842441294319872.jpg,-0.1898172543730911,7.2045156474664696,1.0,-7388.151606781357,-3803.846715464084,41.21821719245095,0.03288295159203708,0.021139877262973592,1.4601971005980685
2021-11-25 12:14:01.394813440,True,lidar/1637842441394813440.jpg,-0.1753291133204587,7.23448853194867,1.0,-7388.0743372302795,-3803.1288742082743,41.21245141633949,0.02960432211152302,0.02251116163335178,1.4571170525081378
2021-11-25 12:14:01.494534912,True,lidar/1637842441494534912.jpg,-0.17153541963015648,7.292575730277227,1.0,-7387.996690903472,-3802.411478185191,41.20468525854071,0.024519592778859147,0.0221814413463645,1.4544508634918356
2021-11-25 12:14:01.595133952,True,lidar/1637842441595133952.jpg,-0.14563785584678957,7.325243840974912,1.0,-7387.915191133383,-3801.685243095449,41.19266072061839,0.022003792073159095,0.019989188406311233,1.452355518113471
