index,autonomous,lidar_filename,steering_angle,vehicle_speed,turn_signal,position_x,position_y,position_z,roll,pitch,yaw
2021-11-25 12:27:57.156331008,True,lidar/1637843277156331008.jpg,-0.05624873170920042,,1.0,-9680.557246951257,-1538.9788355886194,68.33928115317703,-0.037869262364806075,-0.025635544739561224,0.8806256773473004
2021-11-25 12:27:57.259362816,True,lidar/1637843277259362816.jpg,-0.07008577993758637,5.165286525554982,1.0,-9680.232419542177,-1538.5781420232477,68.35573484067686,-0.0377437323694769,-0.024569647537604097,0.8795565686027844
2021-11-25 12:27:57.356355840,True,lidar/1637843277356355840.jpg,-0.0850982096911698,5.347434068706142,1.0,-9679.916537400168,-1538.190995910884,68.37015918780888,-0.035946963400917846,-0.023540506527940843,0.8786442670675327
2021-11-25 12:27:57.456642304,True,lidar/1637843277456642304.jpg,-0.09024887787907497,5.542451464728596,1.0,-9679.574794515494,-1537.77208143321,68.38415154048248,-0.03694475074827829,-0.023097143488013096,0.8776227755812617
2021-11-25 12:27:57.556372992,True,lidar/1637843277556372992.jpg,-0.09675123466684987,5.7628005999755105,1.0,-9679.225170533819,-1537.340091715522,68.39412693862698,-0.03777329683943698,-0.02425599497625312,0.8757812037495967
2021-11-25 12:27:57.656315392,True,lidar/1637843277656315392.jpg,-0.11086400131819407,5.99397949875886,1.0,-9678.862014719905,-1536.8983361527905,68.40561691326882,-0.03652151695305499,-0.023954028028922394,0.8749688809299632
2021-11-25 12:27:57.756382208,True,lidar/1637843277756382208.jpg,-0.12654360245769106,6.1870912451688795,1.0,-9678.480641498696,-1536.4373517826286,68.4191876259287,-0.03457656268247632,-0.02278206742345817,0.8741517757022654
2021-11-25 12:27:57.856502784,True,lidar/1637843277856502784.jpg,-0.1475723408067158,6.38,1.0,-9678.085220225295,-1535.958302987871,68.43281028320956,-0.0341776965729604,-0.02149171055116971,0.8723908151442388
2021-11-25 12:27:57.956438016,True,lidar/1637843277956438016.jpg,-0.1590314536780571,6.605948957157288,1.0,-9677.677961739757,-1535.464460202437,68.44842030128062,-0.035191973873893244,-0.019638708234556598,0.8700948458160543
2021-11-25 12:27:58.056522496,True,lidar/1637843278056522496.jpg,-0.175,6.82,1.0,-9677.256410577304,-1534.9565740365852,68.46281535742591,-0.03563903544519839,-0.018265198086779063,0.8681174097954787
2021-11-25 12:27:58.156799488,True,lidar/1637843278156799488.jpg,-0.175,7.037723125595064,1.0,-9676.816255761258,-1534.430522950506,68.47583905114361,-0.03373431679298204,-0.016572813587998454,0.8664989682143145
2021-11-25 12:27:58.256052480,True,lidar/1637843278256052480.jpg,-0.18573193099009036,7.165180626319382,1.0,-9676.366939914258,-1533.895982955457,68.48717663728864,-0.03221423688825934,-0.014862647218337372,0.8645253986543521
2021-11-25 12:27:58.355966976,True,lidar/1637843278355966976.jpg,-0.18928567471872684,7.219484053096282,1.0,-9675.905117755483,-1533.3482608933987,68.5002298324557,-0.03193518816209739,-0.012369275968118617,0.8621876439755946
2021-11-25 12:27:58.457505024,True,lidar/1637843278457505024.jpg,-0.187,7.328467658646674,1.0,-9675.426683053118,-1532.7816862028958,68.51587655881477,-0.03278160995381918,-0.008465167409484123,0.8597060730582914
2021-11-25 12:27:58.559197696,True,lidar/1637843278559197696.jpg,-0.187,7.440882989865264,1.0,-9674.942359280449,-1532.209509311381,68.52985454225,-0.03152369210403556,-0.004942413986616994,0.8572978514159981
2021-11-25 12:27:58.655892480,True,lidar/1637843278655892480.jpg,-0.187,7.3973274265250675,1.0,-9674.478611859366,-1531.6669360916667,68.54135220383222,-0.03023601234817174,-0.0024286664515278237,0.8550318498025126
2021-11-25 12:27:58.758852352,True,lidar/1637843278758852352.jpg,-0.18649447785594342,7.452144781923907,1.0,-9673.97800227768,-1531.084147278713,68.55177343844954,-0.029495496771303073,0.00037119430339805726,0.8524760127332786
2021-11-25 12:27:58.855785728,True,lidar/1637843278855785728.jpg,-0.2054341282894737,7.466486118309025,1.0,-9673.5048898323,-1530.532805074754,68.55996363907381,-0.030160803187208617,0.001670663525381731,0.8496567882099464
2021-11-25 12:27:58.955871232,True,lidar/1637843278955871232.jpg,-0.223,7.515714929603288,1.0,-9673.017021531492,-1529.9681045130408,68.5665544792812,-0.02974715127389617,0.0017009829494590639,0.8473317549443925
2021-11-25 12:27:59.059492096,True,lidar/1637843279059492096.jpg,-0.23345911629092425,7.5190053633496765,1.0,-9672.507012478654,-1529.3833545804207,68.5721350313795,-0.027475078878166758,0.001569617086078412,0.8445677793586487
2021-11-25 12:27:59.155789568,True,lidar/1637843279155789568.jpg,-0.2849842600436973,7.515097849758069,1.0,-9672.028082416004,-1528.8365699954622,68.57635641589363,-0.026904870379899547,0.001193421517197136,0.8416911725927184
2021-11-25 12:27:59.255707392,True,lidar/1637843279255707392.jpg,-0.31742827466820545,7.453299327328345,1.0,-9671.53552187893,-1528.2747616734819,68.58423452596246,-0.026488349673978284,0.003520633152618513,0.8384022635771816
2021-11-25 12:27:59.356472320,True,lidar/1637843279356472320.jpg,-0.332,7.484880794949382,1.0,-9671.035588087783,-1527.7083524784025,68.59135324739445,-0.02404367261504587,0.005769964969421294,0.8342583570491116
2021-11-25 12:27:59.455867648,True,lidar/1637843279455867648.jpg,-0.35677922555009933,7.51,1.0,-9670.540204581112,-1527.1547579396301,68.5978592410942,-0.02306621569282608,0.007170192026070356,0.8298723206743248
2021-11-25 12:27:59.556411904,True,lidar/1637843279556411904.jpg,-0.367,7.447518631774667,1.0,-9670.037229283575,-1526.5946776332094,68.60212741998507,-0.020905741870372137,0.006919541996248169,0.8245878567587671
2021-11-25 12:27:59.655820288,True,lidar/1637843279655820288.jpg,-0.37111536710521237,7.416607959743824,1.0,-9669.54508312459,-1526.0518316620505,68.60533662223605,-0.02295755166254139,0.005551597877586205,0.8190237337363622
2021-11-25 12:27:59.755781120,True,lidar/1637843279755781120.jpg,-0.3825735769849987,7.4253021213571895,1.0,-9669.04651908773,-1525.5094404849901,68.6081274237577,-0.016517537564907134,0.006158970492126791,0.8133020417419943
2021-11-25 12:27:59.856067840,True,lidar/1637843279856067840.jpg,-0.342,7.352937677233339,1.0,-9668.542956139014,-1524.970022105802,68.61302731007976,-0.01634682292074079,0.007767540773180405,0.808164350662374
2021-11-25 12:27:59.956211456,True,lidar/1637843279956211456.jpg,-0.35118934448873274,7.325702753283005,1.0,-9668.043470895122,-1524.438440375643,68.61941942223336,-0.013982445663390648,0.009107913756027191,0.8031557309512637
2021-11-25 12:28:00.055866368,True,lidar/1637843280055866368.jpg,-0.3464723964286817,7.24932193219322,1.0,-9667.547377991401,-1523.9151915562056,68.62461976829815,-0.014830711981468288,0.009778313645822052,0.7980875545752266
2021-11-25 12:28:00.156836096,True,lidar/1637843280156836096.jpg,-0.346,7.235739748546379,1.0,-9667.040213086917,-1523.3852860486315,68.62233429118727,-0.011981113457756638,0.006133509661470393,0.7925620298555729
2021-11-25 12:28:00.255783680,True,lidar/1637843280255783680.jpg,-0.32182319187942954,7.314843386688464,1.0,-9666.547514988064,-1522.8777668263047,68.62411946820252,-0.01549988482240314,0.0048950570724619865,0.7878750239189272
2021-11-25 12:28:00.355730176,True,lidar/1637843280355730176.jpg,-0.3178071744729415,7.1933756503162245,1.0,-9666.046857590136,-1522.3658117679247,68.62786342330733,-0.012918084296833296,0.004464825433363999,0.7827140421301271
2021-11-25 12:28:00.455757824,True,lidar/1637843280455757824.jpg,-0.30440779330792034,7.271220877703731,1.0,-9665.543548848036,-1521.8576610011546,68.63464257431689,-0.015340487752076883,0.005769879658377609,0.7780924747077461
2021-11-25 12:28:00.555485952,True,lidar/1637843280555485952.jpg,-0.3032128650544154,7.202254683782139,1.0,-9665.039999635224,-1521.352691252097,68.64041029458298,-0.013329101075307933,0.006637836794990065,0.7733502878641871
2021-11-25 12:28:00.655858176,True,lidar/1637843280655858176.jpg,-0.30518710455187664,7.198008167983048,1.0,-9664.528116479029,-1520.8457615131035,68.6399275627527,-0.01583310493458953,0.004076005979154943,0.7690200726696924
2021-11-25 12:28:00.756001792,True,lidar/1637843280756001792.jpg,-0.3635784967756282,7.195944942483142,1.0,-9664.017351339866,-1520.341484509292,68.64306143127111,-0.01448007925819009,0.0036542447632503957,0.7636877805875277
2021-11-25 12:28:00.855610624,True,lidar/1637843280855610624.jpg,-0.386,7.248759612318598,1.0,-9663.501691710824,-1519.838960903016,68.64661021774566,-0.017916838348719176,0.004030542143953548,0.7592149556105909
2021-11-25 12:28:00.955686400,True,lidar/1637843280955686400.jpg,-0.359803027765938,7.26,1.0,-9662.984996330328,-1519.3423957161117,68.65170887592024,-0.012698116227674536,0.005062533841373896,0.7541868755581281
2021-11-25 12:28:01.059404800,True,lidar/1637843281059404800.jpg,-0.33356851723340275,7.265296364756623,1.0,-9662.438065109178,-1518.8251006567896,68.65804988270152,-0.010287833283542975,0.00624441699006782,0.7488683964129222
2021-11-25 12:28:01.155498240,True,lidar/1637843281155498240.jpg,-0.32033343694033717,7.28,1.0,-9661.925619102001,-1518.3455682990732,68.6605367964528,-0.008379528705879808,0.006116860743998885,0.7443727694484243
2021-11-25 12:28:01.255523072,True,lidar/1637843281255523072.jpg,-0.3063645513311662,7.33220500755675,1.0,-9661.392930403668,-1517.8496631164544,68.66205632346633,-0.008838065410414228,0.0047990479548425235,0.7401931318499194
2021-11-25 12:28:01.355877120,True,lidar/1637843281355877120.jpg,-0.263990527790892,7.34781661502711,1.0,-9660.8551849844,-1517.3528987985576,68.66476913194806,-0.00931432896393503,0.004207823759195528,0.736750585100667
2021-11-25 12:28:01.455550976,True,lidar/1637843281455550976.jpg,-0.22030837924293584,7.341388198664791,1.0,-9660.314436003247,-1516.855925758089,68.66750562681409,-0.007592723942031337,0.004164867602375967,0.7334835709540497
2021-11-25 12:28:01.555689216,True,lidar/1637843281555689216.jpg,-0.18360814619650134,7.606054984028741,1.0,-9659.772691244843,-1516.3622449199045,68.67054183103947,-0.0132171778522288,0.006149947630264654,0.731882764495925
2021-11-25 12:28:01.655958528,True,lidar/1637843281655958528.jpg,-0.08139873590323564,7.768430258668914,1.0,-9659.228740004319,-1515.866489013386,68.67575401922133,-0.013056245161387252,0.010278004152794121,0.7306899076320331
2021-11-25 12:28:01.755476992,True,lidar/1637843281755476992.jpg,-0.21547449231183036,7.454086887401475,1.0,-9658.687456447857,-1515.375209917815,68.68011293054685,-0.008461900902581039,0.01136589854909928,0.7294628719302821
2021-11-25 12:28:01.855822336,True,lidar/1637843281855822336.jpg,-0.1784904770710059,7.308452528593082,1.0,-9658.13818689995,-1514.8783317046116,68.68198836642433,-0.011633849286868805,0.009425826900397581,0.7277783278395498
2021-11-25 12:28:01.955812352,True,lidar/1637843281955812352.jpg,-0.1703535964202409,7.328425679106372,1.0,-9657.592716406105,-1514.38080038329,68.67673073810697,-0.015655181225389274,0.0037651437709430866,0.7248619468495459
2021-11-25 12:28:02.055832832,True,lidar/1637843282055832832.jpg,-0.15433405112099258,7.370033550849544,1.0,-9657.04837141602,-1513.8840893137344,68.66995587513593,-0.018973047801001945,-0.0009202695380720583,0.7216553858472043
2021-11-25 12:28:02.156670464,True,lidar/1637843282156670464.jpg,-0.15,7.428273136261219,1.0,-9656.497142434524,-1513.3826074285437,68.67361478651299,-0.018339190307329743,5.0973459461978014e-05,0.7173185270904446
2021-11-25 12:28:02.255669760,True,lidar/1637843282255669760.jpg,-0.14489096189857453,7.401986104585333,1.0,-9655.952922883396,-1512.896136937467,68.68717409853103,-0.016455125001927667,0.006248785499573235,0.71566117163238
2021-11-25 12:28:02.355903232,True,lidar/1637843282355903232.jpg,-0.1249171057763638,7.41,1.0,-9655.395998216614,-1512.4035626328841,68.70069415966785,-0.016813424306729725,0.011879214444892662,0.7141868366170456
2021-11-25 12:28:02.455872256,True,lidar/1637843282455872256.jpg,-0.11472092092708301,7.471477107017155,1.0,-9654.837510050746,-1511.9112001904302,68.70357289566131,-0.017643973920030878,0.012117494895659978,0.7132875979386513
2021-11-25 12:28:02.555684096,True,lidar/1637843282555684096.jpg,-0.10336769711812455,7.51589780166398,1.0,-9654.282896746327,-1511.4221855963078,68.70012844695255,-0.01853265074268785,0.0102795067038778,0.7123667626415406
