index,autonomous,lidar_filename,steering_angle,vehicle_speed,turn_signal,position_x,position_y,position_z,roll,pitch,yaw
2021-11-25 12:39:44.837298432,True,lidar/1637843984837298432.jpg,-0.3653597900453587,6.313927673683399,1.0,-7388.653134462043,-3815.141692335504,38.90557761055409,0.06760252616145855,0.010833235466168444,1.5477545448666465
2021-11-25 12:39:44.936347136,True,lidar/1637843984936347136.jpg,-0.365,6.43850899080678,1.0,-7388.640305233107,-3814.519623332958,38.8999573450591,0.06558841213149512,0.012477236721057501,1.5438670088425015
2021-11-25 12:39:45.039719424,True,lidar/1637843985039719424.jpg,-0.3638949937597389,6.5875078619288425,1.0,-7388.622835559896,-3813.850760188249,38.89436447146952,0.0644299472444181,0.014577766608174376,1.539646732206057
2021-11-25 12:39:45.136186624,True,lidar/1637843985136186624.jpg,-0.36411792210837984,6.6768728007008065,1.0,-7388.603085158536,-3813.2114787103374,38.88966342790644,0.06423018853111499,0.017079528783715985,1.5350762562840448
2021-11-25 12:39:45.236850944,True,lidar/1637843985236850944.jpg,-0.365,6.783589251877726,1.0,-7388.5794815760155,-3812.535382614151,38.88375088698379,0.06170877743851438,0.01889540378523955,1.5300813898922179
2021-11-25 12:39:45.336909312,True,lidar/1637843985336909312.jpg,-0.3884077622604742,6.823166072529819,1.0,-7388.553835934653,-3811.8572033086502,38.876966410614926,0.05807277379471667,0.020507377000644054,1.524841633873997
2021-11-25 12:39:45.438016768,True,lidar/1637843985438016768.jpg,-0.4109231996988518,6.874500524072927,1.0,-7388.523775190183,-3811.1631632711474,38.867619566899975,0.05547522495232903,0.020904819332525772,1.5191262478068452
2021-11-25 12:39:45.538048512,True,lidar/1637843985538048512.jpg,-0.42798980674497916,6.963173392657153,1.0,-7388.488529508171,-3810.4720476543985,38.85830885268303,0.05526872571422111,0.020850984137118746,1.5130396521227691
2021-11-25 12:39:45.640446464,True,lidar/1637843985640446464.jpg,-0.4624153466755193,6.98321395460119,1.0,-7388.4478543989535,-3809.7635864064077,38.85036367878489,0.054319268224388866,0.02115527793543178,1.506037485848283
2021-11-25 12:39:45.738248704,True,lidar/1637843985738248704.jpg,-0.4423883116023562,7.076159984631072,1.0,-7388.4051262273815,-3809.0777373566707,38.842250651323454,0.04977919648926279,0.021154706409820288,1.4988266100517607
